47,1.28605,-0.91641,0.20345,0.181874,-0.273381,-0.039556,0.971719,0.262003,0.092015,1.13401,1.07956,-1.73029,-2.34637,-1.34638,-1.89225,-2.32317,-1.0358,-1.89814,-1.85238,-0.738903
47,-0.545707,-0.264474,0.106925,0.198933,0.394738,0.194204,0.278698,0.844669,-0.641385,0.328255,0.626231,-1.99291,-1.88803,-1.40367,-1.97973,-1.75667,-1.25344,-1.80803,-1.27361,-1.2036
47,-1.73637,-0.302676,0.029901,-0.392005,0.414304,0.400377,-0.357219,0.961005,0.310472,-0.383095,-0.340227,-1.83242,-1.64636,-1.8526,-2.06266,-1.86614,-2.13357,-2.05273,-1.57102,-2.00694
47,-1.03081,-0.140384,-0.616245,-2.95664,0.345306,-1.25183,0.063201,1.43898,-1.17921,-0.48697,1.37801,-1.17843,-1.21085,0.004327,-1.54239,-1.00282,-0.369701,-1.28165,-0.414017,-1.13525
47,0.645181,0.046591,0.118424,0.353181,0.441195,0.608963,-0.08108,1.22287,0.355205,0.456036,-0.952724,-1.59031,-1.27401,-0.196985,-1.89296,-1.53632,-0.816242,-1.72338,-1.43518,-1.04249
47,-0.773764,-0.547117,-0.001443,-0.96811,0.110868,0.138768,-0.522316,0.636427,0.147153,-0.333863,0.333469,-1.89852,-2.3051,-1.71369,-2.10163,-2.24368,-2.23674,-2.06872,-1.76645,-1.99498
47,-1.66002,-0.195392,0.22818,-1.30857,0.430599,0.340532,-0.453001,0.837174,0.136748,-0.572163,-0.86205,-1.94366,-1.96201,-1.30435,-2.24601,-2.00304,-1.08396,-2.18323,-1.67754,-1.40587
47,0.296018,-0.350583,-0.739379,1.05884,0.318097,0.448053,-0.669935,0.883135,0.114897,-0.227993,-0.214847,-1.83265,-1.29059,0.567937,-2.07732,-1.81965,-0.208105,-2.07644,-1.55858,-0.50209
47,-0.566936,0.164342,0.11048,-2.13879,0.82277,-0.00418,0.141757,1.277,0.331283,-0.477987,0.562833,-2.08076,-2.08274,0.522498,-2.15806,-2.03409,-1.02059,-2.09204,-1.67037,-1.37988
47,-1.11769,0.253708,0.028834,-1.96548,0.919164,0.171939,0.904632,1.25057,0.285511,0.098757,0.052087,-1.78543,-1.25352,-1.36179,-1.87212,-1.66613,-0.925367,-1.88365,-1.51391,-0.52132
47,-0.759361,0.748243,-0.225866,-0.451811,0.85592,-0.095173,-0.470989,1.19177,0.344799,0.004485,0.626269,-1.35085,-2.09741,-1.98226,-1.97653,-2.15084,-2.24308,-1.89737,-1.73069,-2.02475
47,-0.018589,-0.153044,1.06881,0.136865,0.787959,-1.64527,0.510962,0.73447,0.046243,1.50456,-0.299383,-1.05363,-0.022897,0.719948,-1.04482,0.16728,-0.039659,-0.594133,0.556989,-0.154451
47,-1.22529,-1.08252,0.498864,-0.369159,0.418851,0.22029,0.113823,0.961375,0.059767,0.14721,-0.219574,-0.777186,-1.50844,-1.04717,-1.1089,-1.53019,-1.62005,-1.38104,-1.33618,-1.59998
