0,-371.141,197.545,-372.207,-121.368,108.528,-79.8365,-171.64,47.0758,-184.194,145.368
0,-186.971,-48.7326,-183.968,-194.848,155.474,198.215,42.1217,-218.402,-32.0115,30.404
0,-254.882,83.2739,-138.957,-38.6002,33.6107,123.892,-102.858,-254.844,258.007,83.8129
0,-298.063,-105.444,216.412,-114.665,208.572,275.928,-380.518,-191.438,135.685,88.3471
0,-188.322,-122.564,84.3286,-223.842,304.923,312.838,-416.883,-217.175,221.654,130.208
0,-232.477,101.53,217.018,-127.962,438.227,245.852,-567.448,-149.917,-99.6236,127.743
0,-378.834,76.6137,-215.31,-262.438,172.09,145.482,-2.54617,-48.6732,-70.2141,5.27889
0,-67.6365,-177.242,62.2458,247.945,8.11186,-122.155,-125.487,0.730065,-114.523,134.211
0,-328.353,113.434,-4.39373,-22.316,54.0676,165.044,178.895,-105.699,42.8215,118.272
0,-381.201,87.3327,-201.062,-264.037,145.984,136.11,-9.13864,-40.4334,-70.2592,12.4767
0,-217.281,196.647,-279.629,-482.764,8.50815,-15.1811,259.336,-14.1905,118.032,34.8233
0,-220.435,-167.926,90.1578,144.619,152.082,-42.5357,-138.259,-132.787,239.333,234.728
0,-212.36,43.0518,-365.107,-619.294,191.185,-164.932,41.8879,-94.5729,51.6166,-7.79135
0,-203.307,200.355,-271.113,-460.316,-0.184688,-16.0108,246.865,-18.6426,110.872,34.6286
0,-185.254,-31.5064,119.11,-236.525,294.55,199.451,-302.879,-38.3853,126.24,144.527
1,-66.9252,-145.67,53.3238,245.585,17.3638,-120.543,-117.441,-6.70552,-117.543,140.877
1,118.125,22.8999,51.9042,-131.654,203.637,89.4115,-109.285,-179.566,-22.0503,-166.159
1,-372.533,188.838,-365.648,-129.324,119.408,-76.2659,-161.511,68.0999,-194.664,152.36
1,-78.094,-165.39,59.4183,252.065,20.6584,-129.88,-117.247,18.564,-118.73,149.335
1,-351.133,36.6476,217.509,-181.778,309.258,174.377,-451.028,-70.3806,22.5084,216.977
1,-201.431,-53.7564,-177.074,-180.65,150.277,192.29,49.1069,-213.879,-28.2845,38.2548
2,-120.712,-146.025,-103.342,-140.684,266.477,165.602,115.928,-343.455,72.2879,-75.5579
0,-305.577,172.879,-381.425,-433.979,-117.172,-109.385,334.447,-113.357,44.4899,155.474
0,-335.844,152.663,-245.066,-10.6249,114.095,206.833,-48.5855,-156.037,169.224,36.5602
0,-308.812,104.948,-6.50332,-46.1805,50.2782,201.307,173.929,-117.6,33.3682,124.803
0,-364.345,191.002,-365.418,-136.66,106.353,-71.1694,-173.996,73.1414,-200.671,146.615
0,-218.132,50.5325,306.267,-36.3775,268.354,265,-522.574,-3.88324,28.0295,174.161
0,-307.364,144.897,-267.12,-348.254,162.089,151.494,79.5048,-23.8754,8.24613,-53.6613
0,-409.209,190.054,-48.9774,91.1432,73.9993,85.4724,136.82,-209.737,-4.81345,225.258
0,-93.6613,-158.796,66.5352,238.216,3.74921,-127.291,-129.319,-15.3089,-120.139,136.1
0,-380.598,82.8211,-202.852,-246.623,176.084,143.123,3.3245,-38.0103,-68.9699,21.5627
0,1.12274,1.82859,-4.73153,1.15314,6.22903,-0.380512,6.19156,4.43636,0.187956,5.98443
0,-260.689,41.0205,-296.225,-224.531,282.983,138.942,119.662,-95.4825,73.8434,63.1774
0,-194.876,-175.018,76.3975,145.27,165.327,-36.9816,-158.858,-129.681,240.319,237.372
0,50.3082,-120.849,-37.3142,141.049,-84.1464,4.04804,-10.6001,75.6078,-62.5465,106.507
0,-305.289,-100.861,206.373,-133.078,196.467,259.832,-356.122,-191.303,127.019,74.757
0,-231.815,110.115,-229.562,-14.1509,108.838,150.468,-3.07338,-229.529,163.446,-28.432
0,161.654,108.366,188.932,-73.2235,197.674,28.3516,25.8389,-146.828,177.013,-88.7209
0,-322.69,104.041,-8.12859,-33.0007,49.2457,210.358,163.709,-106.157,49.9905,107.706
0,149.768,122.716,181.399,-86.3964,194.383,8.9501,-4.53125,-160.939,181.595,-71.2808
0,-323.435,124.336,-399.317,-519.532,62.3793,-30.7176,156.709,10.6168,21.1893,-71.5145
0,-182.67,-65.3056,-194.298,-179.01,146.448,191.119,40.1472,-208.136,-46.9958,24.3946
0,-207.96,214.152,-276.218,-500.482,14.8269,-37.9095,248.489,-24.279,116.684,49.6352
0,-100.612,-164.233,8.97542,238.819,237.144,-9.39012,-102.525,-228.836,246.693,141.451
0,-376.233,137.64,-332.054,-561.334,90.8402,99.5788,162.197,177.632,-76.1425,-103.44
0,-223.946,49.8405,325.73,-45.5038,266.623,266.143,-522.745,-3.92939,37.3776,177.525
0,-209.82,37.0797,326.944,-45.9968,259.922,256.919,-549.092,8.71054,42.4682,183.775
0,-83.1086,-147.173,49.0332,239.056,-0.880716,-133.373,-137.132,-0.637006,-122.022,147.86
0,-223.514,141.858,-213.819,-17.9353,106.773,139.035,3.38343,-231.89,147.642,-12.0087
